category,content
tech, People using wireless net hotspots will soon be able to make free phone calls as well as surf the net.  Wireless provider Broadreach and net telephony firm Skype are rolling out a service at 350 hotspots around the UK this week. Users will need a Skype account - downloadable for free - and they will then be able to make net calls via wi-fi without paying for net access. Skype allows people to make free PC-based calls to other Skype users.  Users of the system can also make calls to landlines and mobiles for a fee. The system is gaining in popularity and now has 28 million users around the world. Its paid service - dubbed Skype Out - has so far attracted 940
politics, Hospital waiting times for patients in Wales are to be cut
sport," Former European 200m champion Dougie Walker is to retire from athletics after a series of six operations left him struggling for fitness.  Walker had hoped to compete in the New Year Sprint which is staged at Musselburgh Racecourse near Edinburgh on Tuesday and Wednesday. The 31-year-old Scot was suspended for two years in 1998 after testing positive for nandrolone. ""I had intended to race but I'm running like a goon"
business, The fate of Russia's Yuganskneftegas - the oil firm sold to a little-known buyer on Sunday - is the subject of frantic speculation in Moscow.  Baikal Finance Group emerged as the auction winner
sport, Double Olympic 10
politics, EU member states are failing to report fraud and irregularities in EU funds on a consistent basis
tech, Computer giant Microsoft has launched a pilot scheme to replace counterfeit versions of Windows XP with legal ones.  The first-time initiative is restricted to the UK and to users with pre-installed copies of the operating system in PCs bought before November. Until December Microsoft said software can be sent to it for analysis if there are doubts about its legitimacy. The company aims to detect illegal traders and turn users of fake versions of Windows into legitimate ones.  The Windows XP Counterfeit Project will mean that software that is found to be counterfeit will be replaced for free
entertainment, Church ministers are trying to prevent rapper Nelly performing in Arkansas
sport, Manchester City boss Kevin Keegan has praised striker Robbie Fowler for his landmark return to form.  The 29-year-old
entertainment, Elvis fans around the world have been marking the legendary singer's 70th birthday on Saturday.  A three-day Elvis convention took place in Blackpool
tech, Companies are getting worse at keeping their wireless data networks secure.  A survey of wi-fi networks in London
politics, The UK Independence Party could take legal action to unseat two London Assembly members who defected to Robert Kilroy Silk's Veritas Party.  Damian Hockney
politics, A chief constable has backed the introduction of 24-drinking
business, Exports from China leapt during 2004 over the previous year as the country continued to show breakneck growth.  The spurt put China's trade surplus - a sore point with some of its trading partners - at a six-year high. It may also increase pressure on China to relax the peg joining its currency
business, German telecoms firm Deutsche Telekom saw strong fourth quarter profits on the back of upbeat US mobile earnings and better-than-expected asset sales.  Net profit came in at 1.4bn euros (£960m; $1.85bn)
sport, Carlos Moya became the first man to successfully defend the Chennai Open title by beating four-times finalist Paradorn Srichaphan 3-6 6-4 7-6 (7/5).  The Spaniard then donated his £28
entertainment, Little Britain stars Matt Lucas and David Walliams have been named the most powerful people in TV comedy
sport," Spurs boss Martin Jol said his team were ""robbed"" at Manchester United after Pedro Mendes' shot clearly crossed the line but was not given.  ""The referee is already wearing an earpiece so why can't we just stop the game and get the decision right"
business," Ten years of ""golden"" economic performance may come to an end in 2005 with growth slowing markedly"
sport," Olympic pole vault champion Yelena Isinbayeva has confirmed she will take part in the 2005 Norwich Union Grand Prix in Birmingham on 18 February.  ""Everybody knows how much I enjoy competing in Britain. I always seem to break records there"
